Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,,
301,190,RL,[85-105],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,BrkFace,[1-154],TA,TA,CBlock,TA,TA,Mn,BLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,TA,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1950,Unf,1,[303-453],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,M2,157000,
348,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,[1-154],TA,TA,CBlock,TA,TA,No,BLQ,[1261-1512],Unf,0,[1-260],[1425-1780],GasA,Ex,Y,FuseA,[1437-1795],0,0,[1041-1560],1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960,Unf,2,[454-604],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,M2,157500,
842,70,RM,[43-63],[1-23917],Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,[521-780],[357-712],GasA,Gd,Y,SBrkr,[719-1077],[405-606],0,[1041-1560],0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1980,Unf,2,[605-755],Gd,TA,P,[1-82],[60-118],[38-74],0,0,0,NA,NA,NA,0,6,2008,WD,Normal,M2,157500,
814,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,[155-308],TA,TA,CBlock,TA,TA,No,Rec,[505-756],Unf,0,[781-1040],[1425-1780],GasA,Gd,Y,SBrkr,[1437-1795],0,0,[1041-1560],0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1950,RFn,1,[152-302],TA,TA,Y,0,0,[260-296],0,0,0,NA,NA,Shed,[1-1723],4,2007,COD,Normal,M2,157900,
517,80,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,[309-462],TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,[521-780],[357-712],GasA,TA,Y,SBrkr,[1078-1436],[607-808],0,[2081-2600],0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1970,RFn,2,[454-604],TA,TA,Y,0,[60-118],0,0,0,0,NA,GdPrv,NA,0,8,2009,COD,Abnorml,M2,158000,
1195,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1960,1960,Gable,CompShg,HdBoard,HdBoard,Stone,[1-154],TA,TA,CBlock,TA,TA,No,ALQ,[253-504],Unf,0,[261-520],[357-712],GasA,TA,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1960,Fin,1,[152-302],TA,TA,Y,[329-410],[1-59],0,0,0,0,NA,MnPrv,NA,0,3,2010,WD,Normal,M2,158000,
758,60,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkCmn,[309-462],TA,TA,CBlock,TA,TA,Mn,Rec,[253-504],Unf,0,[1-260],[357-712],GasA,TA,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1970,Fin,2,[303-453],TA,TA,Y,[329-410],0,0,0,0,0,NA,GdPrv,NA,0,4,2010,WD,Abnorml,M2,158900,
287,50,RL,[64-84],[1-23917],Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1960,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,[505-756],Unf,0,[261-520],[713-1068],GasA,TA,Y,SBrkr,[1078-1436],[607-808],0,[1561-2080],0,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1960,RFn,2,[303-453],TA,TA,Y,0,0,0,0,[93-138],0,NA,GdPrv,NA,0,6,2006,WD,Normal,M2,159000,
367,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,[155-308],TA,TA,CBlock,Gd,TA,No,BLQ,[505-756],Unf,0,[781-1040],[1069-1424],GasA,Gd,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1960,RFn,2,[454-604],TA,TA,Y,0,[60-118],0,0,[185-230],0,NA,NA,NA,0,7,2009,WD,Normal,M2,159000,
717,70,RM,[43-63],[1-23917],Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1990,Gable,CompShg,Wd Sdng,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,[521-780],[713-1068],GasA,Ex,Y,SBrkr,[1437-1795],[809-1010],0,[2081-2600],0,0,1,1,3,1,TA,8,Typ,0,NA,Detchd,1990,Unf,2,[605-755],TA,TA,P,0,[1-59],[112-148],0,0,0,NA,NA,NA,0,7,2007,WD,Normal,M2,159500,
1074,60,RL,[64-84],[1-23917],Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1970,1970,Hip,CompShg,HdBoard,Plywood,BrkFace,[1-154],TA,TA,CBlock,TA,TA,No,BLQ,[505-756],Unf,0,[1-260],[357-712],GasA,TA,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1970,Fin,2,[303-453],TA,TA,Y,[247-328],0,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,M2,159500,
1104,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1950,1950,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,[505-756],Unf,0,0,[357-712],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,1,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1950,Fin,2,[454-604],TA,TA,Y,0,0,[186-222],0,0,0,NA,NA,NA,0,7,2006,WD,Normal,M2,159500,
983,20,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[1-154],Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2000,Fin,2,[303-453],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,M2,159895,
768,50,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1980,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,[505-756],Unf,0,[261-520],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[607-808],0,[1561-2080],1,0,2,0,4,1,TA,7,Mod,0,NA,Attchd,1980,Unf,1,[303-453],TA,TA,Y,[165-246],0,[149-185],0,0,0,NA,NA,Shed,[1-1723],7,2008,WD,Normal,M2,160000,
967,50,RL,[127-147],[1-23917],Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,TA,Fa,No,Rec,[253-504],Unf,0,[261-520],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[203-404],0,[1041-1560],1,0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940,Unf,1,[152-302],TA,TA,Y,0,[60-118],0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,M2,160000,
1397,20,RL,0,[47835-71751],Pave,NA,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,[253-504],Rec,[253-378],[1-260],[713-1068],GasA,TA,Y,SBrkr,[1437-1795],0,0,[1561-2080],1,0,1,0,3,1,TA,7,Min1,2,TA,Detchd,1960,Unf,2,[454-604],TA,TA,N,0,0,[38-74],0,0,0,NA,NA,NA,0,6,2010,WD,Normal,M2,160000,
1435,20,RL,[64-84],[1-23917],Pave,NA,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,ALQ,[757-1008],Unf,0,[1-260],[1069-1424],GasA,Fa,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,2,0,3,1,TA,5,Typ,1,Gd,Attchd,1970,RFn,2,[454-604],TA,TA,P,[247-328],[1-59],0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,M2,160000,
509,70,RM,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1920,2000,Gambrel,CompShg,MetalSd,MetalSd,None,0,TA,Ex,BrkTil,TA,TA,No,Rec,[1-252],Unf,0,[521-780],[357-712],GasA,Ex,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1920,Unf,2,[303-453],TA,TA,N,0,0,[112-148],0,0,0,NA,NA,NA,0,10,2008,WD,Normal,M2,161000,
1263,50,RL,0,[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1950,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,FuseA,[1078-1436],[607-808],0,[1561-2080],1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1950,Unf,1,[303-453],TA,TA,Y,[83-164],0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,M2,161500,
370,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,[1-252],Rec,[253-378],[521-780],[713-1068],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1990,Fin,2,[454-604],TA,TA,Y,[329-410],[1-59],0,0,[139-184],0,NA,NA,NA,0,3,2010,WD,Normal,M2,162000,
752,60,RL,0,[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[521-780],[357-712],GasA,Ex,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2000,Fin,2,[303-453],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,M2,162000,
776,120,RM,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1990,1990,Hip,CompShg,VinylSd,VinylSd,BrkFace,[309-462],TA,TA,PConc,Ex,TA,No,GLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1990,Fin,2,[303-453],TA,TA,Y,0,[237-295],0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,M2,162000,
1277,60,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,Gd,No,BLQ,[505-756],Unf,0,[1-260],[713-1068],GasA,TA,Y,SBrkr,[719-1077],[607-808],0,[1041-1560],0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1970,Unf,2,[454-604],TA,TA,Y,[247-328],[60-118],0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,M2,162000,
161,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,No,BLQ,[505-756],Unf,0,[521-780],[1069-1424],GasA,TA,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1980,Unf,2,[454-604],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,M2,162500,
736,75,RM,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1910,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Rec,[253-504],Unf,0,[261-520],[713-1068],GasW,Fa,N,SBrkr,[719-1077],[809-1010],0,[1561-2080],0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1910,Unf,2,[303-453],TA,TA,N,0,[296-354],0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,M2,163000,
1172,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,[505-756],Unf,0,[521-780],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1950,RFn,2,[303-453],TA,TA,Y,0,0,0,0,[277-322],0,NA,NA,Shed,[1-1723],11,2008,WD,Normal,M3,163000,
120,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[521-780],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[607-808],0,[1041-1560],0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2000,Fin,2,[303-453],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,M3,163990,
484,120,RM,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1990,1990,Hip,CompShg,VinylSd,VinylSd,BrkFace,[1-154],TA,TA,PConc,Ex,TA,No,GLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1990,Unf,2,[303-453],TA,TA,Y,0,[119-177],0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,M3,164000,
286,160,FV,[22-42],[1-23917],Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[521-780],[357-712],GasA,Ex,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,2000,RFn,2,[454-604],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,6,2007,New,Partial,M3,164700,
402,20,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,[1-252],Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2000,Fin,2,[303-453],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,M3,164990,
368,80,RL,[85-105],[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Gable,Tar&Grv,Plywood,Plywood,BrkFace,[155-308],TA,TA,CBlock,Gd,TA,Gd,GLQ,[253-504],Unf,0,[521-780],[1069-1424],GasA,Gd,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,1960,RFn,1,[152-302],TA,TA,Y,[1-82],[60-118],0,0,0,0,NA,NA,NA,0,12,2008,WD,Normal,M3,165000,
673,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1970,1970,Gable,CompShg,Plywood,Plywood,None,0,Gd,TA,CBlock,Gd,TA,No,ALQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,TA,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1970,RFn,2,[454-604],TA,TA,Y,[165-246],[1-59],0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,M3,165000,
894,20,RL,0,[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,PConc,Gd,TA,Mn,BLQ,[1009-1260],Unf,0,[261-520],[1069-1424],GasA,TA,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1950,Unf,1,[303-453],TA,TA,Y,[493-574],[60-118],0,0,0,0,NA,GdPrv,NA,0,6,2008,WD,Normal,M3,165000,
976,160,FV,0,[1-23917],Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,[505-756],Unf,0,[1-260],[357-712],GasA,Ex,Y,SBrkr,[360-718],[607-808],0,[1041-1560],1,0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,2000,Unf,2,[454-604],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,M3,165000,
1013,70,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1920,1990,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,Fa,No,Unf,0,Unf,0,[521-780],[357-712],GasA,TA,Y,SBrkr,[719-1077],[405-606],0,[1041-1560],0,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1920,Unf,1,[152-302],TA,TA,Y,[83-164],0,[112-148],0,[47-92],0,NA,NA,NA,0,8,2007,WD,Normal,M3,165000,
1194,120,RM,0,[1-23917],Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1990,1990,Hip,CompShg,VinylSd,VinylSd,BrkFace,[309-462],TA,TA,PConc,Ex,TA,No,GLQ,[757-1008],Unf,0,[261-520],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1990,Fin,2,[303-453],TA,TA,Y,0,[296-354],0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,M3,165000,
784,85,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1970,1970,Gable,CompShg,Plywood,Plywood,BrkFace,[1-154],TA,Gd,PConc,Gd,TA,Av,GLQ,[1009-1260],Unf,0,0,[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1970,Fin,2,[454-604],TA,TA,Y,[247-328],[1-59],0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,M3,165500,
311,60,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,[1-154],TA,TA,PConc,Gd,TA,No,ALQ,[505-756],Unf,0,[1-260],[357-712],GasA,Gd,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1990,Fin,2,[303-453],TA,TA,Y,[165-246],[60-118],0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,M3,165600,
143,50,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,No,Rec,[505-756],Unf,0,[261-520],[713-1068],GasA,Fa,Y,SBrkr,[719-1077],[405-606],0,[1041-1560],0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,2000,Unf,2,[605-755],TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,M3,166000,
220,120,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,[1-154],Gd,TA,PConc,Gd,TA,Av,GLQ,[1-252],Unf,0,[1041-1300],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2000,Fin,2,[303-453],TA,TA,Y,[83-164],0,0,0,0,0,NA,NA,NA,0,3,2006,New,Partial,M3,167240,
975,70,RL,[43-63],[1-23917],Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1990,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,[521-780],[713-1068],GasA,TA,N,SBrkr,[1078-1436],[809-1010],0,[1561-2080],0,0,1,0,3,1,Gd,8,Typ,0,NA,Detchd,1990,Unf,2,[454-604],TA,TA,Y,[493-574],[119-177],0,0,0,0,NA,GdPrv,NA,0,10,2009,WD,Normal,M3,167500,
1380,80,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[261-520],[357-712],GasA,Gd,Y,NA,[719-1077],[607-808],0,[1041-1560],0,0,2,1,3,1,Gd,7,Typ,0,NA,BuiltIn,2000,Fin,2,[303-453],TA,TA,Y,[83-164],0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,M3,167500,
1068,60,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1960,1960,Gable,CompShg,HdBoard,HdBoard,BrkFace,[309-462],TA,TA,CBlock,TA,TA,Gd,GLQ,[505-756],LwQ,[1-126],0,[713-1068],GasA,TA,Y,SBrkr,[719-1077],[809-1010],0,[1561-2080],1,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1960,RFn,2,[303-453],TA,TA,Y,[247-328],[119-177],0,0,[185-230],0,NA,NA,NA,0,6,2008,WD,Normal,M3,167900,
1336,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1970,1970,Gable,CompShg,Plywood,Plywood,BrkFace,[309-462],TA,TA,CBlock,Gd,TA,No,ALQ,[505-756],Unf,0,[521-780],[1069-1424],GasA,TA,Y,SBrkr,[1078-1436],0,0,[1041-1560],0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1970,RFn,2,[605-755],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,M3,167900,
1191,190,RL,0,[23918-47834],Pave,NA,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1960,1970,Gable,CompShg,MetalSd,MetalSd,Stone,[1-154],TA,Gd,CBlock,TA,TA,Av,BLQ,[1009-1260],Unf,0,[1-260],[1069-1424],GasA,Ex,Y,SBrkr,[1437-1795],0,0,[1561-2080],1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1970,Fin,4,[1209-1359],TA,TA,Y,[411-492],0,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,M3,168000,
